Event,Actual,Prior,Freq.,Date,Time,Surv(M),Std Dev,nn-surprise,Surprise,DateTime
GDP Annualized QoQ,0.02,0.021,Q,2019-08-29,07:30:00,0.02,0.11,0.0,0.0,2019-08-29 07:30:00
Initial Jobless Claims,215.0,209k,W,2019-08-29,07:30:00,214.0,3.35,1.0,0.0733569084784001,2019-08-29 07:30:00
U. of Mich. Sentiment,89.8,92.1,M,2019-08-30,09:00:00,92.4,1.07,-2.6000000000000085,-1.1495607620608521,2019-08-30 09:00:00
ISM Manufacturing,49.1,51.2,M,2019-09-03,09:00:00,51.3,0.6,-2.1999999999999957,-1.337206319071719,2019-09-03 09:00:00
Initial Jobless Claims,217.0,215k,W,2019-09-05,07:30:00,215.0,2.89,2.0,0.14702849229086232,2019-09-05 07:30:00
Change in Nonfarm Payrolls,130.0,164k,M,2019-09-06,07:30:00,160.0,20.7,-30.0,-0.4655041550047245,2019-09-06 07:30:00
Unemployment Rate,0.037,0.037,M,2019-09-06,07:30:00,0.037,0.06,0.0,0.0,2019-09-06 07:30:00
PPI Ex Food and Energy MoM,0.003,-0.001,M,2019-09-11,07:30:00,0.002,0.07,0.001,0.005544798796795638,2019-09-11 07:30:00
Initial Jobless Claims,204.0,217k,W,2019-09-12,07:30:00,215.0,3.42,-11.0,-0.8094056508955091,2019-09-12 07:30:00
CPI Ex Food and Energy YoY,0.024,0.022,M,2019-09-12,07:30:00,0.023,0.05,0.0010000000000000009,0.004496199217596644,2019-09-12 07:30:00
Retail Sales Ex Auto and Gas,0.001,0.009,M,2019-09-13,07:30:00,0.002,0.17,-0.001,-0.0023549340886597396,2019-09-13 07:30:00
U. of Mich. Sentiment,92.0,89.8,M,2019-09-13,09:00:00,90.8,1.78,1.2000000000000028,0.533894432917626,2019-09-13 09:00:00
Industrial Production MoM,0.006,-0.002,M,2019-09-17,08:15:00,0.002,0.14,0.004,0.022170958644522246,2019-09-17 08:15:00
Housing Starts MoM,0.123,-0.04,M,2019-09-18,07:30:00,0.05,1.8,0.073,0.15585494645160056,2019-09-18 07:30:00
Initial Jobless Claims,208.0,204k,W,2019-09-19,07:30:00,213.0,4.09,-5.0,-0.36864526918333723,2019-09-19 07:30:00
Initial Jobless Claims,213.0,208k,W,2019-09-26,07:30:00,212.0,3.32,1.0,0.07389066428511594,2019-09-26 07:30:00
GDP Annualized QoQ,0.02,0.02,Q,2019-09-26,07:30:00,0.02,0.07,0.0,0.0,2019-09-26 07:30:00
U. of Mich. Sentiment,93.2,92,M,2019-09-27,09:00:00,92.1,1.01,1.1000000000000085,0.4927484209162081,2019-09-27 09:00:00
ISM Manufacturing,47.8,49.1,M,2019-10-01,09:00:00,50.0,0.63,-2.200000000000003,-1.325012752319985,2019-10-01 09:00:00
Initial Jobless Claims,219.0,213k,W,2019-10-03,07:30:00,215.0,3.73,4.0,0.2961436034619596,2019-10-03 07:30:00
Change in Nonfarm Payrolls,136.0,130k,M,2019-10-04,07:30:00,145.0,16.18,-9.0,-0.14098437490843177,2019-10-04 07:30:00
Unemployment Rate,0.035,0.037,M,2019-10-04,07:30:00,0.037,0.04,-0.001999999999999995,-0.011194895447846218,2019-10-04 07:30:00
PPI Ex Food and Energy MoM,-0.003,0.003,M,2019-10-08,07:30:00,0.002,0.07,-0.005,-0.027988422866032717,2019-10-08 07:30:00
Initial Jobless Claims,210.0,219k,W,2019-10-10,07:30:00,220.0,4.68,-10.0,-0.7412150530778729,2019-10-10 07:30:00
CPI Ex Food and Energy YoY,0.024,0.024,M,2019-10-10,07:30:00,0.024,0.06,0.0,0.0,2019-10-10 07:30:00
U. of Mich. Sentiment,96.0,93.2,M,2019-10-11,09:00:00,92.0,1.36,4.0,1.7543482930321592,2019-10-11 09:00:00
Retail Sales Ex Auto and Gas,0.0,0.001,M,2019-10-16,07:30:00,0.003,0.17,-0.003,-0.007129611853056772,2019-10-16 07:30:00
Housing Starts MoM,-0.094,0.123,M,2019-10-17,07:30:00,-0.032,2.32,-0.062,-0.13350069618852647,2019-10-17 07:30:00
Initial Jobless Claims,214.0,210k,W,2019-10-17,07:30:00,215.0,4.83,-1.0,-0.07428624763665427,2019-10-17 07:30:00
Industrial Production MoM,-0.004,0.006,M,2019-10-17,08:15:00,-0.002,0.19,-0.002,-0.011191659643696296,2019-10-17 08:15:00
Initial Jobless Claims,212.0,214k,W,2019-10-24,07:30:00,215.0,3.69,-3.0,-0.22333938891106592,2019-10-24 07:30:00
U. of Mich. Sentiment,95.5,96,M,2019-10-25,09:00:00,96.0,0.85,-0.5,-0.2213280038099974,2019-10-25 09:00:00
GDP Annualized QoQ,0.019,0.02,Q,2019-10-30,07:30:00,0.016,0.19,0.002999999999999999,0.7264604225720067,2019-10-30 07:30:00
Initial Jobless Claims,218.0,212k,W,2019-10-31,07:30:00,215.0,1.99,3.0,0.22379943233076782,2019-10-31 07:30:00
Change in Nonfarm Payrolls,128.0,136k,M,2019-11-01,07:30:00,85.0,23.41,43.0,0.6770163722020811,2019-11-01 07:30:00
Unemployment Rate,0.036,0.035,M,2019-11-01,07:30:00,0.036,0.04,0.0,0.0,2019-11-01 07:30:00
ISM Manufacturing,48.3,47.8,M,2019-11-01,09:00:00,48.9,0.74,-0.6000000000000014,-0.3642422506071973,2019-11-01 09:00:00
Initial Jobless Claims,211.0,218k,W,2019-11-07,07:30:00,215.0,2.88,-4.0,-0.2990215711916951,2019-11-07 07:30:00
U. of Mich. Sentiment,95.7,95.5,M,2019-11-08,09:00:00,95.5,1.14,0.20000000000000284,0.08937803644011469,2019-11-08 09:00:00
CPI Ex Food and Energy YoY,0.023,0.024,M,2019-11-13,07:30:00,0.024,0.11,-0.0010000000000000009,-0.004582473557992427,2019-11-13 07:30:00
PPI Ex Food and Energy MoM,0.003,-0.003,M,2019-11-14,07:30:00,0.002,0.1,0.001,0.005651451152726203,2019-11-14 07:30:00
Initial Jobless Claims,225.0,211k,W,2019-11-14,07:30:00,215.0,2.25,10.0,0.748168847625079,2019-11-14 07:30:00
Retail Sales Ex Auto and Gas,0.001,0,M,2019-11-15,07:30:00,0.003,0.11,-0.002,-0.004796773195213683,2019-11-15 07:30:00
Industrial Production MoM,-0.008,-0.004,M,2019-11-15,08:15:00,-0.004,0.22,-0.004,-0.02259725819074243,2019-11-15 08:15:00
Housing Starts MoM,0.038,-0.094,M,2019-11-19,07:30:00,0.051,2.14,-0.012999999999999998,-0.028248004099123845,2019-11-19 07:30:00
Initial Jobless Claims,227.0,225k,W,2019-11-21,07:30:00,218.0,2.71,9.0,0.6740806061016431,2019-11-21 07:30:00
U. of Mich. Sentiment,96.8,95.7,M,2019-11-22,09:00:00,95.7,0.6,1.0999999999999943,0.49513994401108635,2019-11-22 09:00:00
GDP Annualized QoQ,0.021,0.019,Q,2019-11-27,07:30:00,0.019,0.09,0.0020000000000000018,0.4975717408487661,2019-11-27 07:30:00
Initial Jobless Claims,213.0,227k,W,2019-11-27,07:30:00,221.0,3.76,-8.0,-0.6001053846744884,2019-11-27 07:30:00
ISM Manufacturing,48.1,48.3,M,2019-12-02,09:00:00,49.2,0.75,-1.1000000000000014,-0.6709404419138156,2019-12-02 09:00:00
Initial Jobless Claims,203.0,213k,W,2019-12-05,07:30:00,215.0,3.04,-12.0,-0.9007083695912347,2019-12-05 07:30:00
Change in Nonfarm Payrolls,266.0,128k,M,2019-12-06,07:30:00,180.0,27.29,86.0,1.3438547314350517,2019-12-06 07:30:00
Unemployment Rate,0.035,0.036,M,2019-12-06,07:30:00,0.036,0.06,-0.000999999999999994,-0.005705359687254758,2019-12-06 07:30:00
U. of Mich. Sentiment,99.2,96.8,M,2019-12-06,09:00:00,97.0,0.78,2.200000000000003,0.9906867804781254,2019-12-06 09:00:00
CPI Ex Food and Energy YoY,0.023,0.023,M,2019-12-11,07:30:00,0.023,0.04,0.0,0.0,2019-12-11 07:30:00
PPI Ex Food and Energy MoM,-0.002,0.003,M,2019-12-12,07:30:00,0.002,0.06,-0.004,-0.022821779400364794,2019-12-12 07:30:00
Initial Jobless Claims,252.0,203k,W,2019-12-12,07:30:00,214.0,9.38,38.0,2.806920742003367,2019-12-12 07:30:00
Retail Sales Ex Auto and Gas,0.0,0.001,M,2019-12-13,07:30:00,0.004,0.15,-0.004,-0.00968164334219659,2019-12-13 07:30:00
Housing Starts MoM,0.032,0.038,M,2019-12-17,07:30:00,0.024,2.5,0.008,0.017545674962505708,2019-12-17 07:30:00
Industrial Production MoM,0.011,-0.008,M,2019-12-17,08:15:00,0.009,0.29,0.002,0.0114073158989369,2019-12-17 08:15:00
Initial Jobless Claims,234.0,252k,W,2019-12-19,07:30:00,225.0,8.07,9.0,0.6655554671748556,2019-12-19 07:30:00
GDP Annualized QoQ,0.021,0.021,Q,2019-12-20,07:30:00,0.021,0.06,0.0,0.0,2019-12-20 07:30:00
U. of Mich. Sentiment,99.3,99.2,M,2019-12-20,09:00:00,99.2,0.4,0.09999999999999432,0.04546636583650253,2019-12-20 09:00:00
Initial Jobless Claims,222.0,234k,W,2019-12-26,07:30:00,220.0,5.86,2.0,0.14821951333203465,2019-12-26 07:30:00
Initial Jobless Claims,222.0,222k,W,2020-01-02,07:30:00,220.0,7.65,2.0,0.14853854557602017,2020-01-02 07:30:00
ISM Manufacturing,47.2,48.1,M,2020-01-03,09:00:00,49.0,0.65,-1.7999999999999972,-1.0952393699036729,2020-01-03 09:00:00
Initial Jobless Claims,214.0,222k,W,2020-01-09,07:30:00,220.0,4.95,-6.0,-0.4464374443948669,2020-01-09 07:30:00
Change in Nonfarm Payrolls,145.0,266k,M,2020-01-10,07:30:00,160.0,26.02,-15.0,-0.23652500242688695,2020-01-10 07:30:00
Unemployment Rate,0.035,0.035,M,2020-01-10,07:30:00,0.035,0.05,0.0,0.0,2020-01-10 07:30:00
CPI Ex Food and Energy YoY,0.023,0.023,M,2020-01-14,07:30:00,0.023,0.07,0.0,0.0,2020-01-14 07:30:00
PPI Ex Food and Energy MoM,0.001,-0.002,M,2020-01-15,07:30:00,0.002,0.09,-0.001,-0.005760157284139364,2020-01-15 07:30:00
Retail Sales Ex Auto and Gas,0.005,0,M,2020-01-16,07:30:00,0.004,0.19,0.001,0.002442782442320112,2020-01-16 07:30:00
Initial Jobless Claims,204.0,214k,W,2020-01-16,07:30:00,218.0,4.27,-14.0,-1.0416676812718668,2020-01-16 07:30:00
Housing Starts MoM,0.169,0.032,M,2020-01-17,07:30:00,0.011,1.97,0.158,0.3498135352373719,2020-01-17 07:30:00
Industrial Production MoM,-0.003,0.011,M,2020-01-17,08:15:00,-0.002,0.34,-0.001,-0.005758376145150352,2020-01-17 08:15:00
U. of Mich. Sentiment,99.1,99.3,M,2020-01-17,09:00:00,99.3,0.94,-0.20000000000000284,-0.0918031323774704,2020-01-17 09:00:00
Initial Jobless Claims,211.0,204k,W,2020-01-23,07:30:00,214.0,4.72,-3.0,-0.22369391527596208,2020-01-23 07:30:00
Initial Jobless Claims,216.0,211k,W,2020-01-30,07:30:00,215.0,6.02,1.0,0.07472837512554684,2020-01-30 07:30:00
GDP Annualized QoQ,0.021,0.021,Q,2020-01-30,07:30:00,0.02,0.32,0.0010000000000000009,0.26317353700408586,2020-01-30 07:30:00
U. of Mich. Sentiment,99.8,99.1,M,2020-01-31,09:00:00,99.1,0.46,0.7000000000000028,0.3241272565747266,2020-01-31 09:00:00
ISM Manufacturing,50.9,47.2,M,2020-02-03,09:00:00,48.5,0.93,2.3999999999999986,1.4467353303282402,2020-02-03 09:00:00
Initial Jobless Claims,202.0,216k,W,2020-02-06,07:30:00,215.0,4.7,-13.0,-0.9717623054858533,2020-02-06 07:30:00
Change in Nonfarm Payrolls,225.0,145k,M,2020-02-07,07:30:00,165.0,21.32,60.0,0.9474957189277508,2020-02-07 07:30:00
Unemployment Rate,0.036,0.035,M,2020-02-07,07:30:00,0.035,0.03,0.000999999999999994,0.005815496209740279,2020-02-07 07:30:00
Initial Jobless Claims,205.0,202k,W,2020-02-13,07:30:00,210.0,3.64,-5.0,-0.37449508817320354,2020-02-13 07:30:00
CPI Ex Food and Energy YoY,0.023,0.023,M,2020-02-13,07:30:00,0.022,0.06,0.0010000000000000009,0.00471519399182962,2020-02-13 07:30:00
Retail Sales Ex Auto and Gas,0.004,0.005,M,2020-02-14,07:30:00,0.003,0.13,0.001,0.002465381755076307,2020-02-14 07:30:00
Industrial Production MoM,-0.003,-0.003,M,2020-02-14,08:15:00,-0.002,0.31,-0.001,-0.005813628137535391,2020-02-14 08:15:00
U. of Mich. Sentiment,100.9,99.8,M,2020-02-14,09:00:00,99.5,0.92,1.4000000000000057,0.6520995129662821,2020-02-14 09:00:00
PPI Ex Food and Energy MoM,0.005,0.001,M,2020-02-19,07:30:00,0.002,0.1,0.003,0.017446826831598202,2020-02-19 07:30:00
Housing Starts MoM,-0.036,0.169,M,2020-02-19,07:30:00,-0.112,3.32,0.07600000000000001,0.16988975116413532,2020-02-19 07:30:00
Initial Jobless Claims,210.0,205k,W,2020-02-20,07:30:00,210.0,3.7,0.0,0.0,2020-02-20 07:30:00
GDP Annualized QoQ,0.021,0.021,Q,2020-02-27,07:30:00,0.021,0.1,0.0,0.0,2020-02-27 07:30:00
Initial Jobless Claims,219.0,210k,W,2020-02-27,07:30:00,212.0,3.4,7.0,0.5262498047268478,2020-02-27 07:30:00
U. of Mich. Sentiment,101.0,100.9,M,2020-02-28,09:00:00,100.7,0.38,0.29999999999999716,0.14107122908781886,2020-02-28 09:00:00
ISM Manufacturing,50.1,50.9,M,2020-03-02,09:00:00,50.5,1.22,-0.3999999999999986,-0.24326308001811214,2020-03-02 09:00:00
Initial Jobless Claims,216.0,219k,W,2020-03-05,07:30:00,215.0,3.99,1.0,0.07534350078894252,2020-03-05 07:30:00
Change in Nonfarm Payrolls,273.0,225k,M,2020-03-06,07:30:00,175.0,21.72,98.0,1.5297952273762387,2020-03-06 07:30:00
Unemployment Rate,0.035,0.036,M,2020-03-06,07:30:00,0.036,0.05,-0.000999999999999994,-0.00587128662121455,2020-03-06 07:30:00
CPI Ex Food and Energy YoY,0.024,0.023,M,2020-03-11,07:30:00,0.023,0.08,0.0010000000000000009,0.004760332223066696,2020-03-11 07:30:00
PPI Ex Food and Energy MoM,-0.003,0.005,M,2020-03-12,07:30:00,0.001,0.11,-0.004,-0.023484788184035297,2020-03-12 07:30:00
Initial Jobless Claims,211.0,216k,W,2020-03-12,07:30:00,220.0,5.14,-9.0,-0.6789910443417461,2020-03-12 07:30:00
U. of Mich. Sentiment,95.9,101,M,2020-03-13,09:00:00,95.0,2.31,0.9000000000000057,0.42669608972436746,2020-03-13 09:00:00
Retail Sales Ex Auto and Gas,-0.002,0.004,M,2020-03-17,07:30:00,0.003,0.15,-0.005,-0.012440308623181006,2020-03-17 07:30:00
Industrial Production MoM,0.006,-0.003,M,2020-03-17,08:15:00,0.004,0.26,0.002,0.011739150411493008,2020-03-17 08:15:00
Housing Starts MoM,-0.015,-0.036,M,2020-03-18,07:30:00,-0.043,2.79,0.027999999999999997,0.06318346934784971,2020-03-18 07:30:00
Initial Jobless Claims,281.0,211k,W,2020-03-19,07:30:00,220.0,16.27,61.0,4.407158299479423,2020-03-19 07:30:00
Initial Jobless Claims,3283.0,281k,W,2020-03-26,07:30:00,1700.0,1012.76,1583.0,14.953763569450356,2020-03-26 07:30:00
GDP Annualized QoQ,0.021,0.021,Q,2020-03-26,07:30:00,0.021,0.04,0.0,0.0,2020-03-26 07:30:00
U. of Mich. Sentiment,89.1,95.9,M,2020-03-27,09:00:00,90.0,5.15,-0.9000000000000057,-0.42995098797282505,2020-03-27 09:00:00
ISM Manufacturing,49.1,50.1,M,2020-04-01,09:00:00,44.5,2.76,4.600000000000001,2.64338013271511,2020-04-01 09:00:00
Initial Jobless Claims,6648.0,3283k,W,2020-04-02,07:30:00,3763.0,1178.83,2885.0,13.22890848222188,2020-04-02 07:30:00
Change in Nonfarm Payrolls,-701.0,273k,M,2020-04-03,07:30:00,-100.0,626.36,-601.0,-5.8016236329659865,2020-04-03 07:30:00
Unemployment Rate,0.044,0.035,M,2020-04-03,07:30:00,0.038,0.37,0.005999999999999998,0.035567660246013336,2020-04-03 07:30:00
PPI Ex Food and Energy MoM,0.002,-0.003,M,2020-04-09,07:30:00,0.0,0.16,0.002,0.011855375493740885,2020-04-09 07:30:00
Initial Jobless Claims,6606.0,6648k,W,2020-04-09,07:30:00,5500.0,1080.97,1106.0,4.8252883765535275,2020-04-09 07:30:00
U. of Mich. Sentiment,71.0,89.1,M,2020-04-09,09:00:00,75.0,7.13,-4.0,-1.8647455784844005,2020-04-09 09:00:00
CPI Ex Food and Energy YoY,0.021,0.024,M,2020-04-10,07:30:00,0.023,0.16,-0.0019999999999999983,-0.00961154282323579,2020-04-10 07:30:00
Retail Sales Ex Auto and Gas,-0.031,-0.002,M,2020-04-15,07:30:00,-0.052,2.83,0.020999999999999998,0.052742540474983855,2020-04-15 07:30:00
Industrial Production MoM,-0.054,0.006,M,2020-04-15,08:15:00,-0.04,1.49,-0.013999999999999999,-0.08294757761912408,2020-04-15 08:15:00
Housing Starts MoM,-0.223,-0.015,M,2020-04-16,07:30:00,-0.187,6.31,-0.036000000000000004,-0.08195679218828698,2020-04-16 07:30:00
Initial Jobless Claims,5245.0,6606k,W,2020-04-16,07:30:00,5500.0,1307.82,-255.0,-1.1113600169082696,2020-04-16 07:30:00
Initial Jobless Claims,4427.0,5245k,W,2020-04-23,07:30:00,4500.0,523.3,-73.0,-0.3187383968549851,2020-04-23 07:30:00
U. of Mich. Sentiment,71.8,71,M,2020-04-24,09:00:00,68.0,3.87,3.799999999999997,1.7380142366135818,2020-04-24 09:00:00
GDP Annualized QoQ,-0.048,0.021,Q,2020-04-29,07:30:00,-0.04,2,-0.008,-1.9937276420052457,2020-04-29 07:30:00
Initial Jobless Claims,3839.0,4427k,W,2020-04-30,07:30:00,3500.0,483.26,339.0,1.4772529718751595,2020-04-30 07:30:00
ISM Manufacturing,41.5,49.1,M,2020-05-01,09:00:00,36.0,3.25,5.5,2.9424157834941993,2020-05-01 09:00:00
Initial Jobless Claims,3169.0,3839k,W,2020-05-07,07:30:00,3000.0,494.16,169.0,0.737436392737964,2020-05-07 07:30:00
Change in Nonfarm Payrolls,-20537.0,-701k,M,2020-05-08,07:30:00,-22000.0,2928.31,1463.0,6.527572384497273,2020-05-08 07:30:00
Unemployment Rate,0.147,0.044,M,2020-05-08,07:30:00,0.16,1.73,-0.013000000000000012,-0.07778957979216633,2020-05-08 07:30:00
CPI Ex Food and Energy YoY,0.014,0.021,M,2020-05-12,07:30:00,0.017,0.12,-0.003000000000000001,-0.014554814628286297,2020-05-12 07:30:00
PPI Ex Food and Energy MoM,-0.003,0.002,M,2020-05-13,07:30:00,-0.001,0.19,-0.002,-0.011969003215896999,2020-05-13 07:30:00
Initial Jobless Claims,2981.0,3169k,W,2020-05-14,07:30:00,2500.0,429.37,481.0,2.085357976051138,2020-05-14 07:30:00
Retail Sales Ex Auto and Gas,-0.162,-0.031,M,2020-05-15,07:30:00,-0.076,2.84,-0.08600000000000001,-0.21771620338230538,2020-05-15 07:30:00
Industrial Production MoM,-0.112,-0.054,M,2020-05-15,08:15:00,-0.12,2.99,0.007999999999999993,0.0478566082741829,2020-05-15 08:15:00
U. of Mich. Sentiment,73.7,71.8,M,2020-05-15,09:00:00,68.0,4.11,5.700000000000003,2.482257950098672,2020-05-15 09:00:00
Housing Starts MoM,-0.302,-0.223,M,2020-05-19,07:30:00,-0.26,6.93,-0.04199999999999998,-0.0964590917305505,2020-05-19 07:30:00
Initial Jobless Claims,2438.0,2981k,W,2020-05-21,07:30:00,2400.0,253.93,38.0,0.1651131549872793,2020-05-21 07:30:00
GDP Annualized QoQ,-0.05,-0.048,Q,2020-05-28,07:30:00,-0.048,0.3,-0.0020000000000000018,-0.5085464270478821,2020-05-28 07:30:00
Initial Jobless Claims,2123.0,2438k,W,2020-05-28,07:30:00,2100.0,207.21,23.0,0.10015912019629215,2020-05-28 07:30:00
U. of Mich. Sentiment,72.3,73.7,M,2020-05-29,09:00:00,74.0,1.48,-1.7000000000000028,-0.7429042473031839,2020-05-29 09:00:00
ISM Manufacturing,43.1,41.5,M,2020-06-01,09:00:00,43.8,1.78,-0.6999999999999957,-0.3771806626595082,2020-06-01 09:00:00
Initial Jobless Claims,1877.0,2123k,W,2020-06-04,07:30:00,1833.0,160.8,44.0,0.1920325110617011,2020-06-04 07:30:00
Change in Nonfarm Payrolls,2509.0,-20537k,M,2020-06-05,07:30:00,-7500.0,2384.01,10009.0,7.299470394023406,2020-06-05 07:30:00
Unemployment Rate,0.133,0.147,M,2020-06-05,07:30:00,0.19,1.32,-0.056999999999999995,-0.34379928286143874,2020-06-05 07:30:00
CPI Ex Food and Energy YoY,0.012,0.014,M,2020-06-10,07:30:00,0.013,0.07,-0.0009999999999999992,-0.00489798971605423,2020-06-10 07:30:00
PPI Ex Food and Energy MoM,-0.001,-0.003,M,2020-06-11,07:30:00,-0.001,0.13,0.0,0.0,2020-06-11 07:30:00
Initial Jobless Claims,1542.0,1877k,W,2020-06-11,07:30:00,1550.0,129.98,-8.0,-0.034990874303721414,2020-06-11 07:30:00
U. of Mich. Sentiment,78.9,72.3,M,2020-06-12,09:00:00,75.0,2.22,3.9000000000000057,1.6787400884243815,2020-06-12 09:00:00
Retail Sales Ex Auto and Gas,0.124,-0.162,M,2020-06-16,07:30:00,0.051,2.03,0.07300000000000001,0.18659282673819674,2020-06-16 07:30:00
Industrial Production MoM,0.014,-0.112,M,2020-06-16,08:15:00,0.03,1.62,-0.016,-0.09661069594114598,2020-06-16 08:15:00
Housing Starts MoM,0.043,-0.302,M,2020-06-17,07:30:00,0.235,7.68,-0.192,-0.44350914211249126,2020-06-17 07:30:00
Initial Jobless Claims,1508.0,1542k,W,2020-06-18,07:30:00,1290.0,107.93,218.0,0.9541482315590037,2020-06-18 07:30:00
Initial Jobless Claims,1480.0,1508k,W,2020-06-25,07:30:00,1320.0,111.02,160.0,0.7013294663057676,2020-06-25 07:30:00
GDP Annualized QoQ,-0.05,-0.05,Q,2020-06-25,07:30:00,-0.05,0.16,0.0,0.0,2020-06-25 07:30:00
U. of Mich. Sentiment,78.1,78.9,M,2020-06-26,09:00:00,79.2,1.31,-1.1000000000000085,-0.47666983683069725,2020-06-26 09:00:00
ISM Manufacturing,52.6,43.1,M,2020-07-01,09:00:00,49.8,1.69,2.8000000000000043,1.4969632091423837,2020-07-01 09:00:00
Change in Nonfarm Payrolls,4800.0,2509k,M,2020-07-02,07:30:00,3230.0,1493.19,1570.0,1.145578150011194,2020-07-02 07:30:00
Initial Jobless Claims,1427.0,1480k,W,2020-07-02,07:30:00,1350.0,100.84,77.0,0.33823116319534924,2020-07-02 07:30:00
Unemployment Rate,0.111,0.133,M,2020-07-02,07:30:00,0.125,0.95,-0.013999999999999999,-0.085238412248166,2020-07-02 07:30:00
Initial Jobless Claims,1314.0,1427k,W,2020-07-09,07:30:00,1375.0,101.2,-61.0,-0.26845415377994325,2020-07-09 07:30:00
PPI Ex Food and Energy MoM,-0.003,-0.001,M,2020-07-10,07:30:00,0.001,0.08,-0.004,-0.02439911869363553,2020-07-10 07:30:00
CPI Ex Food and Energy YoY,0.012,0.012,M,2020-07-14,07:30:00,0.011,0.09,0.0010000000000000009,0.004944922313926341,2020-07-14 07:30:00
Industrial Production MoM,0.054,0.014,M,2020-07-15,08:15:00,0.043,1.18,0.011000000000000003,0.06706226959546954,2020-07-15 08:15:00
Retail Sales Ex Auto and Gas,0.067,0.124,M,2020-07-16,07:30:00,0.05,1.19,0.017,0.04386295652166796,2020-07-16 07:30:00
Initial Jobless Claims,1300.0,1314k,W,2020-07-16,07:30:00,1250.0,74.13,50.0,0.22052918839416097,2020-07-16 07:30:00
Housing Starts MoM,0.173,0.043,M,2020-07-17,07:30:00,0.222,5.95,-0.049000000000000016,-0.11418338466303761,2020-07-17 07:30:00
U. of Mich. Sentiment,73.2,78.1,M,2020-07-17,09:00:00,79.0,2.17,-5.799999999999997,-2.3919438512988815,2020-07-17 09:00:00
Initial Jobless Claims,1416.0,1300k,W,2020-07-23,07:30:00,1300.0,93.37,116.0,0.512595268324397,2020-07-23 07:30:00
Initial Jobless Claims,1434.0,1416k,W,2020-07-30,07:30:00,1445.0,85.09,-11.0,-0.04871302295923912,2020-07-30 07:30:00
GDP Annualized QoQ,-0.329,-0.05,Q,2020-07-30,07:30:00,-0.345,3.09,0.01599999999999996,3.1202729467902235,2020-07-30 07:30:00
U. of Mich. Sentiment,72.5,73.2,M,2020-07-31,09:00:00,72.9,1.25,-0.4000000000000057,-0.1665002628920502,2020-07-31 09:00:00
ISM Manufacturing,54.2,52.6,M,2020-08-03,09:00:00,53.6,1.06,0.6000000000000014,0.32379846175901905,2020-08-03 09:00:00
Initial Jobless Claims,1186.0,1434k,W,2020-08-06,07:30:00,1400.0,53.13,-214.0,-0.9473948068893505,2020-08-06 07:30:00
Change in Nonfarm Payrolls,1763.0,4800k,M,2020-08-07,07:30:00,1480.0,819.97,283.0,0.20849123018172716,2020-08-07 07:30:00
Unemployment Rate,0.102,0.111,M,2020-08-07,07:30:00,0.106,0.48,-0.0040000000000000036,-0.024587238320415022,2020-08-07 07:30:00
PPI Ex Food and Energy MoM,0.005,-0.003,M,2020-08-11,07:30:00,0.001,0.11,0.004,0.02463437684155968,2020-08-11 07:30:00
CPI Ex Food and Energy YoY,0.016,0.012,M,2020-08-12,07:30:00,0.011,0.07,0.005000000000000001,0.02496237569427028,2020-08-12 07:30:00
Initial Jobless Claims,963.0,1186k,W,2020-08-13,07:30:00,1100.0,109.59,-137.0,-0.6071515101681375,2020-08-13 07:30:00
Retail Sales Ex Auto and Gas,0.015,0.067,M,2020-08-14,07:30:00,0.01,0.83,0.004999999999999999,0.013021294819537515,2020-08-14 07:30:00
Industrial Production MoM,0.03,0.054,M,2020-08-14,08:15:00,0.03,0.76,0.0,0.0,2020-08-14 08:15:00
U. of Mich. Sentiment,72.8,72.5,M,2020-08-14,09:00:00,72.0,2.25,0.7999999999999972,0.335920351965218,2020-08-14 09:00:00
Housing Starts MoM,0.226,0.173,M,2020-08-18,07:30:00,0.05,2.52,0.176,0.4139024454756522,2020-08-18 07:30:00
Initial Jobless Claims,1106.0,963k,W,2020-08-20,07:30:00,920.0,62.61,186.0,0.8252308658179996,2020-08-20 07:30:00
GDP Annualized QoQ,-0.317,-0.329,Q,2020-08-27,07:30:00,-0.325,0.76,0.008000000000000007,1.5333557638949404,2020-08-27 07:30:00
Initial Jobless Claims,1006.0,1106k,W,2020-08-27,07:30:00,1000.0,64.09,6.0,0.026679039308483476,2020-08-27 07:30:00
U. of Mich. Sentiment,74.1,72.8,M,2020-08-28,09:00:00,72.8,0.37,1.2999999999999972,0.5497808083088446,2020-08-28 09:00:00
ISM Manufacturing,56.0,54.2,M,2020-09-01,09:00:00,54.8,0.72,1.2000000000000028,0.6524149003435669,2020-09-01 09:00:00
Initial Jobless Claims,881.0,1006k,W,2020-09-03,07:30:00,950.0,56.8,-69.0,-0.3073676593489774,2020-09-03 07:30:00
