Date,Mispricing
2015-01-03,-0.08300727685190355
2015-01-10,-0.1193857861474291
2015-01-17,-0.1649689676041527
2015-01-24,-0.08547052253208287
2015-01-31,-0.19261425737258853
2015-02-07,-0.03975916483358217
2015-02-14,0.06480878133891133
2015-02-21,0.08070456308571705
2015-02-28,0.051580350927799785
2015-03-07,-0.04748648884591084
2015-03-14,-0.1015209117594843
2015-03-21,0.027296915013642783
2015-03-28,-0.09600327058007185
2015-04-04,-0.11705169396880068
2015-04-11,0.00046897228071513935
2015-04-18,-0.04542033290376392
2015-04-25,0.01808896478714492
2015-05-02,-0.019883567253402984
2015-05-09,-0.016009633351868197
2015-05-16,0.006652808670156702
2015-05-23,0.007851637956139692
2015-05-30,-0.04816594301014119
2015-06-06,-0.09900694792028587
2015-06-13,-0.10540683943564204
2015-06-20,-0.057763921621330636
2015-06-27,-0.09263257205670174
2015-07-04,-0.0777869750066943
2015-07-11,0.00026950787910863164
2015-07-18,0.14458519894787827
2015-07-25,0.01937742755060162
2015-08-01,0.05462726819468671
2015-08-08,-0.02605041268124445
2015-08-15,-0.00027639889121359713
2015-08-22,-0.28761750156738347
2015-08-29,-0.21327899180897694
2015-09-05,-0.3424027500468903
2015-09-12,-0.21692241200794726
2015-09-19,-0.20845998836958726
2015-09-26,-0.284087572344888
2015-10-03,-0.18592533779387527
2015-10-10,-0.03438613411902978
2015-10-17,0.0113118705426272
2015-10-24,0.08757953947693277
2015-10-31,0.08982542068956884
2015-11-07,0.1056719147597116
2015-11-14,-0.08342412580941796
2015-11-21,0.10001568981386337
2015-11-28,0.08333158041809356
2015-12-05,0.0719746266718263
2015-12-12,-0.1143476993071291
2015-12-19,-0.12066585449709238
2015-12-26,-0.011181321409701529
2016-01-02,-0.049005424004211595
2016-01-09,-0.3056086574335644
2016-01-16,-0.3436580260643107
2016-01-23,-0.25336827383795063
2016-01-30,-0.1735644286435862
2016-02-06,-0.2723182377952728
2016-02-13,-0.2899692291594081
2016-02-20,-0.17385856751251022
2016-02-27,-0.10567007482613301
2016-03-05,-0.002644050890629589
2016-03-12,0.04754257053271874
2016-03-19,0.097019235226613
2016-03-26,0.06758639532091401
2016-04-02,0.11431711314670955
2016-04-09,0.05425820237401083
2016-04-16,0.11524150974956887
2016-04-23,0.13761409130796717
2016-04-30,0.0638734630923537
2016-05-07,0.050813910468744485
2016-05-14,0.010407704460153407
2016-05-21,0.023366482366256547
2016-05-28,0.10871627109510543
2016-06-04,0.09550063205319526
2016-06-11,0.0731840162234751
2016-06-18,0.015148704747016002
2016-06-25,-0.1041915719857206
2016-07-02,0.053708317096434734
2016-07-09,0.06608490038147069
2016-07-16,0.09262539846139199
2016-07-23,0.09784622421579359
2016-07-30,0.10144720875132658
2016-08-06,0.08513015018665485
2016-08-13,0.0834873273391788
2016-08-20,0.05973776394454685
2016-08-27,0.014602697508579779
2016-09-03,0.04496524898904436
2016-09-10,-0.0868692516101278
2016-09-17,-0.03983003583835654
2016-09-24,0.004611650399944276
2016-10-01,-0.006135409868508484
2016-10-08,-0.047617671543683404
2016-10-15,-0.11112252524038055
2016-10-22,-0.09394305813966443
2016-10-29,-0.12335243320599325
2016-11-05,-0.19713111620894444
2016-11-12,-0.07705388500247008
2016-11-19,-0.05536223364444626
2016-11-26,0.005208373283143825
2016-12-03,-0.04254824490799769
2016-12-10,0.11518179804649423
2016-12-17,0.09526019405932548
2016-12-24,0.0826615560711025
2016-12-31,0.011297000116529265
2017-01-07,0.05327210071172691
2017-01-14,0.04661858199019604
2017-01-21,0.022142317889467453
2017-01-28,0.06424942799148352
2017-02-04,0.0537291313007374
2017-02-11,0.08252247798758552
2017-02-18,0.1370649363481508
2017-02-25,0.15077657387520094
2017-03-04,0.14856778234804868
2017-03-11,0.10281353583106634
2017-03-18,0.09707274369398958
2017-03-25,0.0125970827170606
2017-04-01,0.04443211297475952
2017-04-08,0.0261139368795983
2017-04-15,-0.04474695490734059
2017-04-22,-0.009185952730011914
2017-04-29,0.008650619133026203
2017-05-06,0.04004664994264325
2017-05-13,-0.008284679697396826
2017-05-20,-0.042153925607452805
2017-05-27,0.02204219531734835
2017-06-03,0.06535985577011774
2017-06-10,0.03378027849335318
2017-06-17,0.032205352913403706
2017-06-24,0.010390281713665234
2017-07-01,-0.03016798362535427
2017-07-08,-0.06022538834750071
2017-07-15,0.02411047370521909
2017-07-22,0.03739816378178075
2017-07-29,0.025753056303820705
2017-08-05,0.009873149914018059
2017-08-12,-0.08086040606028477
2017-08-19,-0.1375293677396565
2017-08-26,-0.10183721307577022
2017-09-02,-0.0319350581167526
2017-09-09,-0.03283561121925187
2017-09-16,0.04408741794312145
2017-09-23,0.02312188905046433
2017-09-30,0.05231705988193392
2017-10-07,0.10166963934268546
2017-10-14,0.08595396080546673
2017-10-21,0.11253782308686087
2017-10-28,0.09176355442406608
2017-11-04,0.08831416323223602
2017-11-11,0.06025882162246936
2017-11-18,0.03137357917188625
2017-11-25,0.07467197542987734
2017-12-02,0.15115690083942063
2017-12-09,0.0912092898072232
2017-12-16,0.12180359149736425
2017-12-23,0.10669288758943857
2017-12-30,0.03028057528132753
2018-01-06,0.1732999123524472
2018-01-13,0.25473246183643933
2018-01-20,0.2545440943202189
2018-01-27,0.3816146581786763
2018-02-03,0.07433068473699646
2018-02-10,-0.19219650416843465
2018-02-17,0.029471618471969434
2018-02-24,0.025812414916688318
2018-03-03,-0.12155286008429116
2018-03-10,0.05179086864816481
2018-03-17,-0.032234429512853754
2018-03-24,-0.3031493455207823
